ORDER_NUMBER,RETAILER_NAME,RETAILER_SITE_CODE,RETAILER_CONTACT_CODE,SALES_STAFF_CODE,SALES_BRANCH_CODE,ORDER_DATE,ORDER_METHOD_CODE
6425,Eye Dimensions,93,104,73,22,2022-10-25,5
6426,Eye Dimensions,92,103,73,22,2022-10-11,7
6427,Outdoor Gear Co-op,68,81,63,22,2022-10-07,5
6428,The Golf Hut,109,121,62,22,2022-10-15,2
6429,The Golf Hut,110,120,73,22,2022-10-15,2
6430,Connor Department Store,130,141,63,22,2023-10-12,5
6431,Connor Department Store,133,142,63,22,2023-10-09,4
6432,Consumer Club,129,137,64,22,2023-10-23,5
6433,Consumer Club,128,135,63,22,2023-10-10,2
6434,Extreme Outdoors,87,95,63,22,2023-10-06,7
6435,Eye Dimensions,93,104,62,22,2023-10-19,7
6436,Eye Dimensions,92,103,73,22,2023-10-08,4
6437,Outdoor Gear Co-op,68,81,63,22,2023-10-07,2
6438,The Golf Hut,109,121,73,22,2023-10-21,5
6439,The Golf Hut,110,120,73,22,2023-10-05,7
6450,American Home,155,166,58,20,2022-10-15,1
6451,American Home,156,172,58,20,2022-10-11,4
6452,Consumer Club,126,140,58,20,2022-10-22,5
6453,Edward's Department Store,119,129,59,20,2022-10-21,4
6454,Edward's Department Store,117,126,58,20,2022-10-07,2
6455,Golf Masters,73,85,59,20,2022-10-05,2
6456,Golf Masters,74,84,59,20,2022-10-09,1
6457,Mega-Outlet,144,158,59,20,2022-10-14,8
6459,Weston Outfitters,165,175,59,20,2022-10-23,1
6460,Weston Outfitters,166,178,60,20,2022-10-18,5
6461,American Home,155,166,59,20,2023-10-11,2
6462,American Home,156,172,59,20,2023-10-05,5
6463,Consumer Club,126,140,59,20,2023-10-24,3
6464,Edward's Department Store,119,129,58,20,2023-10-05,5
6465,Edward's Department Store,117,126,58,20,2023-10-19,4
6466,Golf Masters,73,85,58,20,2023-10-06,5
6467,Golf Masters,74,84,60,20,2023-10-22,5
6468,Mega-Outlet,144,158,60,20,2023-10-19,2
6469,Mega-Outlet,149,156,58,20,2023-10-15,2
6470,Weston Outfitters,165,175,58,20,2023-10-20,5
6471,Weston Outfitters,166,178,59,20,2023-10-13,2
6483,American Home,159,174,55,19,2022-01-28,7
6484,American Home,158,167,55,19,2022-01-31,3
6485,American Home,161,171,56,19,2022-02-21,7
6486,American Home,162,169,54,19,2022-01-24,5
6487,American Home,160,173,55,19,2022-01-22,7
6488,American Home,163,168,54,19,2022-02-12,7
6489,American Home,157,170,55,19,2022-02-02,3
6490,Camping Equipment Online,80,91,55,19,2022-01-03,4
6491,Connor Department Store,132,145,55,19,2022-01-22,4
6492,Connor Department Store,131,144,55,19,2022-01-08,7
6493,Connor Department Store,134,143,69,19,2022-02-06,5
6494,Outdoor Gear Co-op,69,80,54,19,2022-01-08,5
6495,Outdoor Gear Co-op,70,79,56,19,2022-01-31,2
6496,Outdoor Gear Co-op,71,82,55,19,2022-01-30,7
6498,Outdoor Gear Co-op,72,83,55,19,2022-01-29,2
6499,American Home,159,174,69,19,2023-01-16,7
6500,American Home,158,167,55,19,2023-02-26,5
6501,American Home,161,171,55,19,2023-01-21,2
6502,American Home,162,169,54,19,2023-02-14,7
6504,American Home,163,168,55,19,2023-01-22,2
6505,American Home,157,170,69,19,2023-01-16,7
6506,Camping Equipment Online,80,91,54,19,2023-02-27,2
6507,Connor Department Store,132,145,69,19,2023-01-31,5
6508,Connor Department Store,131,144,69,19,2023-01-25,1
6509,Connor Department Store,134,143,55,19,2023-02-06,1
6510,Outdoor Gear Co-op,69,80,55,19,2023-01-06,7
6511,Outdoor Gear Co-op,70,79,56,19,2023-01-08,2
6512,Outdoor Gear Co-op,71,82,54,19,2023-02-06,7
6513,Outdoor Gear Co-op,67,78,55,19,2023-01-11,4
6514,Outdoor Gear Co-op,72,83,56,19,2023-01-08,4
6515,American Home,159,174,55,19,2024-01-27,4
6516,American Home,158,167,55,19,2024-01-08,2
6517,American Home,161,171,56,19,2024-02-26,2
6518,American Home,162,169,54,19,2024-01-28,2
6519,American Home,160,173,69,19,2024-02-08,7
6520,American Home,163,168,69,19,2024-01-07,7
6521,American Home,157,170,54,19,2024-01-22,2
6522,Camping Equipment Online,80,91,55,19,2024-02-27,2
6523,Connor Department Store,132,145,55,19,2024-02-28,4
6524,Connor Department Store,131,144,56,19,2024-02-03,1
6525,Connor Department Store,134,143,54,19,2024-01-21,5
6526,Outdoor Gear Co-op,69,80,56,19,2024-02-17,5
6527,Outdoor Gear Co-op,70,79,55,19,2024-01-27,2
6528,Outdoor Gear Co-op,71,82,69,19,2024-02-05,7
6529,Outdoor Gear Co-op,67,78,54,19,2024-01-31,7
6530,Outdoor Gear Co-op,72,83,55,19,2024-01-05,1
6532,Donovan's Sports,95,110,68,21,2022-01-31,2
6533,Donovan's Sports,97,106,68,21,2022-01-03,2
6534,Donovan's Sports,99,107,74,21,2022-02-05,2
6535,Donovan's Sports,98,109,70,21,2022-01-28,4
6536,Falcon Outfitters,100,111,70,21,2022-02-26,4
6537,Falcon Outfitters,101,112,67,21,2022-02-13,5
6538,Extreme Outdoors,88,102,68,21,2022-01-19,5
6539,Extreme Outdoors,86,99,70,21,2022-02-27,3
6541,Hartman's,141,149,74,21,2022-02-27,7
6542,Hartman's,142,151,67,21,2022-02-04,2
6543,Hartman's,138,153,67,21,2022-01-12,4
6544,Hartman's,139,152,74,21,2022-01-13,2
6545,Donovan's Sports,96,108,74,21,2023-02-17,5
6546,Donovan's Sports,95,110,70,21,2023-01-11,4
6547,Donovan's Sports,97,106,67,21,2023-02-16,5
6548,Donovan's Sports,99,107,74,21,2023-02-01,7
6549,Donovan's Sports,98,109,68,21,2023-02-17,4
6550,Falcon Outfitters,100,111,74,21,2023-01-06,5
6551,Falcon Outfitters,101,112,66,21,2023-01-20,1
6552,Extreme Outdoors,88,102,70,21,2023-02-11,4
6553,Extreme Outdoors,86,99,66,21,2023-01-24,5
6555,Hartman's,141,149,68,21,2023-01-15,7
6556,Hartman's,142,151,74,21,2023-02-14,7
6557,Hartman's,138,153,74,21,2023-01-29,2
6558,Hartman's,139,152,74,21,2023-01-06,2
6559,Donovan's Sports,96,108,74,21,2024-01-30,4
6560,Donovan's Sports,95,110,70,21,2024-02-21,5
6561,Donovan's Sports,97,106,74,21,2024-01-20,5
6562,Donovan's Sports,99,107,70,21,2024-02-06,7
6563,Donovan's Sports,98,109,68,21,2024-01-11,7
6564,Falcon Outfitters,100,111,67,21,2024-02-27,7
6565,Falcon Outfitters,101,112,67,21,2024-01-25,5
6566,Extreme Outdoors,88,102,74,21,2024-02-23,2
6567,Extreme Outdoors,86,99,66,21,2024-01-30,7
6568,Eye Dimensions,94,105,70,21,2024-02-14,5
6570,Hartman's,142,151,74,21,2024-01-17,7
6571,Hartman's,138,153,66,21,2024-02-27,5
6572,Hartman's,139,152,70,21,2024-01-28,7
6573,Connor Department Store,130,141,62,22,2022-02-25,5
6575,Extreme Outdoors,87,95,62,22,2022-02-17,2
6576,Eye Dimensions,93,104,64,22,2022-02-19,7
6577,Eye Dimensions,92,103,64,22,2022-02-06,3
6578,Hartman's,140,150,63,22,2022-02-18,2
6579,Outdoor Gear Co-op,68,81,63,22,2022-02-09,1
6580,Connor Department Store,130,141,63,22,2023-02-05,3
6581,Connor Department Store,133,142,64,22,2023-02-09,2
6582,Extreme Outdoors,87,95,64,22,2023-01-28,7
6585,Hartman's,140,150,63,22,2023-01-25,1
6586,Outdoor Gear Co-op,68,81,63,22,2023-01-19,2
6587,Connor Department Store,130,141,73,22,2024-01-13,2
6588,Connor Department Store,133,142,73,22,2024-01-26,2
6589,Extreme Outdoors,87,95,64,22,2024-02-17,2
6590,Eye Dimensions,93,104,63,22,2024-02-03,2
6592,Hartman's,140,150,63,22,2024-01-11,7
6593,Outdoor Gear Co-op,68,81,63,22,2024-01-09,7
6594,American Home,155,166,59,20,2022-01-20,2
6596,Extreme Outdoors,84,101,59,20,2022-02-08,7
6597,Extreme Outdoors,85,100,60,20,2022-01-28,7
6598,Extreme Outdoors,90,97,58,20,2022-01-20,5
6599,Hartman's,143,154,60,20,2022-01-10,4
6600,American Home,155,166,58,20,2023-01-28,2
6601,American Home,156,172,58,20,2023-02-15,2
6602,Extreme Outdoors,84,101,58,20,2023-02-18,1
6603,Extreme Outdoors,85,100,59,20,2023-01-31,5
6604,Extreme Outdoors,90,97,59,20,2023-01-12,5
6605,Hartman's,143,154,60,20,2023-02-13,1
6606,American Home,155,166,59,20,2024-01-08,5
6607,American Home,156,172,59,20,2024-02-07,5
6608,Extreme Outdoors,84,101,59,20,2024-02-04,5
6609,Extreme Outdoors,85,100,58,20,2024-02-20,4
6610,Extreme Outdoors,90,97,59,20,2024-01-04,4
6611,Hartman's,143,154,59,20,2024-01-21,1
6612,Camping Equipment Online,80,91,54,19,2022-11-30,7
6613,Consumer Club,127,139,55,19,2022-11-07,3
6614,Edward's Department Store,118,128,69,19,2022-11-20,7
6615,Edward's Department Store,115,125,56,19,2022-12-03,7
6616,Edward's Department Store,116,130,54,19,2022-12-23,7
6617,Extreme Outdoors,89,98,56,19,2022-11-22,7
6618,Extreme Outdoors,91,96,55,19,2022-11-14,3
6619,Mega-Outlet,145,159,55,19,2022-11-29,7
6620,Mega-Outlet,147,160,54,19,2022-11-30,7
6622,Mega-Outlet,146,157,55,19,2022-11-10,5
6623,Outdoor Gear Co-op,69,80,55,19,2022-11-23,8
6624,Outdoor Gear Co-op,70,79,55,19,2022-12-23,7
6625,Outdoor Gear Co-op,71,82,55,19,2022-11-30,4
6627,Outdoor Gear Co-op,72,83,69,19,2022-12-19,2
6628,Second Wind Sports,104,114,55,19,2022-11-08,5
6629,Second Wind Sports,106,119,55,19,2022-11-25,7
6630,Second Wind Sports,105,118,55,19,2022-11-08,4
6631,Trail Masters,102,113,69,19,2022-12-15,2
6632,Camping Equipment Online,80,91,56,19,2023-12-06,5
6633,Consumer Club,127,139,55,19,2023-12-06,7
6634,Edward's Department Store,118,128,54,19,2023-11-23,7
6635,Edward's Department Store,115,125,55,19,2023-11-30,4
6636,Edward's Department Store,116,130,69,19,2023-12-21,7
6637,Extreme Outdoors,89,98,69,19,2023-12-16,5
6638,Extreme Outdoors,91,96,56,19,2023-11-30,7
6642,Mega-Outlet,146,157,55,19,2023-12-06,7
6643,Outdoor Gear Co-op,69,80,55,19,2023-12-03,2
6644,Outdoor Gear Co-op,70,79,55,19,2023-12-18,7
6645,Outdoor Gear Co-op,71,82,54,19,2023-11-16,4
6646,Outdoor Gear Co-op,67,78,56,19,2023-12-19,5
6647,Outdoor Gear Co-op,72,83,69,19,2023-11-10,2
6648,Second Wind Sports,104,114,55,19,2023-11-20,7
6649,Second Wind Sports,106,119,56,19,2023-11-23,7
6650,Second Wind Sports,105,118,54,19,2023-11-16,5
6651,Trail Masters,102,113,55,19,2023-12-08,7
6672,Consumer Club,124,136,70,21,2022-12-19,7
6673,Consumer Club,125,138,74,21,2022-12-20,7
6675,Donovan's Sports,95,110,67,21,2022-12-13,7
6677,Donovan's Sports,99,107,74,21,2022-11-28,1
6678,Donovan's Sports,98,109,68,21,2022-12-06,7
6679,Edward's Department Store,114,127,74,21,2022-12-14,2
6680,Falcon Outfitters,100,111,66,21,2022-12-01,1
6681,Falcon Outfitters,101,112,66,21,2022-12-05,4
6682,Extreme Outdoors,88,102,74,21,2022-11-08,3
6683,Extreme Outdoors,86,99,66,21,2022-11-16,2
6684,Hartman's,141,149,67,21,2022-12-22,7
6685,Hartman's,142,151,74,21,2022-11-07,2
6686,Hartman's,138,153,66,21,2022-12-04,4
6687,Hartman's,139,152,74,21,2022-11-26,7
6688,Second Wind Sports,107,116,68,21,2022-11-20,2
6689,Second Wind Sports,103,115,70,21,2022-11-14,5
6690,The Caddy's Corner,151,162,66,21,2022-12-13,7
6691,Weston Outfitters,167,176,74,21,2022-11-08,5
6692,Weston Outfitters,164,177,66,21,2022-12-07,2
6693,Consumer Club,124,136,66,21,2023-11-28,5
6694,Consumer Club,125,138,67,21,2023-12-16,4
6695,Donovan's Sports,96,108,67,21,2023-12-11,5
6696,Donovan's Sports,95,110,68,21,2023-11-25,7
6697,Donovan's Sports,97,106,66,21,2023-11-15,3
6699,Donovan's Sports,98,109,74,21,2023-12-09,2
6700,Edward's Department Store,114,127,74,21,2023-12-03,2
6701,Falcon Outfitters,100,111,67,21,2023-11-15,7
6702,Falcon Outfitters,101,112,68,21,2023-11-16,7
6703,Extreme Outdoors,88,102,67,21,2023-12-22,7
6704,Extreme Outdoors,86,99,70,21,2023-11-19,7
6705,Hartman's,141,149,70,21,2023-12-16,1
6706,Hartman's,142,151,70,21,2023-11-10,5
6707,Hartman's,138,153,70,21,2023-12-19,2
6708,Hartman's,139,152,66,21,2023-12-18,5
6709,Second Wind Sports,107,116,68,21,2023-11-17,7
6710,Second Wind Sports,103,115,68,21,2023-12-15,7
6711,The Caddy's Corner,151,162,67,21,2023-11-19,2
6712,Weston Outfitters,167,176,70,21,2023-12-20,4
6713,Weston Outfitters,164,177,67,21,2023-11-10,3
6735,Consumer Club,129,137,62,22,2022-11-07,7
6736,Consumer Club,128,135,73,22,2022-11-06,2
6737,Extreme Outdoors,87,95,62,22,2022-12-07,7
6738,Hartman's,140,150,64,22,2022-12-04,4
6739,Outdoor Gear Co-op,68,81,73,22,2022-11-19,5
6740,The Golf Hut,109,121,63,22,2022-12-03,8
6741,The Golf Hut,110,120,63,22,2022-11-23,7
6742,Consumer Club,129,137,63,22,2023-11-07,7
6743,Consumer Club,128,135,63,22,2023-11-21,7
6744,Extreme Outdoors,87,95,63,22,2023-12-04,5
6745,Hartman's,140,150,64,22,2023-12-15,2
6746,Outdoor Gear Co-op,68,81,64,22,2023-12-13,7
6747,The Golf Hut,109,121,63,22,2023-11-30,2
6748,The Golf Hut,110,120,63,22,2023-11-10,4
6756,By A Thread,135,146,58,20,2022-12-23,2
6757,By A Thread,136,148,59,20,2022-12-01,5
6758,By A Thread,137,147,60,20,2022-11-18,2
6759,Consumer Club,126,140,59,20,2022-11-26,3
6760,Extreme Outdoors,84,101,58,20,2022-11-15,4
6761,Extreme Outdoors,85,100,58,20,2022-11-30,5
6762,Extreme Outdoors,90,97,60,20,2022-11-06,4
6763,Golf Masters,73,85,58,20,2022-11-18,5
6764,Golf Masters,74,84,60,20,2022-12-24,2
6765,Hartman's,143,154,59,20,2022-11-06,1
6768,Mega-Outlet,149,156,60,20,2022-12-21,5
6769,Pumped!,150,161,58,20,2022-11-11,2
6770,Second Wind Sports,108,117,59,20,2022-11-20,3
6771,Weston Outfitters,165,175,60,20,2022-12-15,8
6772,Weston Outfitters,166,178,59,20,2022-12-05,4
6773,By A Thread,135,146,60,20,2023-12-05,1
6774,By A Thread,136,148,58,20,2023-11-18,2
6775,By A Thread,137,147,58,20,2023-12-06,4
6776,Consumer Club,126,140,58,20,2023-11-21,7
6777,Extreme Outdoors,84,101,58,20,2023-12-09,4
6778,Extreme Outdoors,85,100,58,20,2023-12-12,3
6779,Extreme Outdoors,90,97,59,20,2023-11-28,5
6780,Golf Masters,73,85,58,20,2023-11-20,3
6781,Golf Masters,74,84,60,20,2023-12-09,2
6782,Hartman's,143,154,59,20,2023-11-10,2
6783,Jack and Jill Climbing School & Supplies,113,124,60,20,2023-12-01,2
6784,Mega-Outlet,144,158,58,20,2023-11-26,7
6785,Mega-Outlet,149,156,59,20,2023-11-19,4
6786,Pumped!,150,161,59,20,2023-11-16,2
6787,Second Wind Sports,108,117,59,20,2023-11-14,2
6788,Weston Outfitters,165,175,58,20,2023-12-03,2
6789,Weston Outfitters,166,178,58,20,2023-12-20,7
6807,Chuei Hyakkaten,239,223,88,26,2022-07-02,7
6808,Chuei Hyakkaten,239,223,88,26,2022-07-30,3
6809,Chuei Hyakkaten,239,223,88,26,2022-04-22,2
6814,Golf Shop Jiro,244,228,88,26,2022-07-23,2
6815,Golf Shop Jiro,244,228,88,26,2022-04-19,1
6816,Golf Shop Jiro,235,219,88,26,2022-07-20,2
6818,Golf Shop Jiro,235,219,88,26,2022-04-05,7
6819,Hanagata Golf Shop,248,232,88,26,2022-07-02,7
6820,Hanagata Golf Shop,248,232,88,26,2022-07-21,7
6821,Hanagata Golf Shop,248,232,88,26,2022-04-29,7
6822,Hanagata Golf Shop,249,233,88,26,2022-06-07,5
6824,Hanagata Golf Shop,249,233,88,26,2022-04-07,3
6825,Japan Sports Youhinten,246,230,88,26,2022-07-04,2
6826,Japan Sports Youhinten,246,230,88,26,2022-08-15,7
6827,Japan Sports Youhinten,246,230,88,26,2022-04-03,3
6828,Japan Sports Youhinten,245,229,88,26,2022-06-25,7
6829,Japan Sports Youhinten,245,229,88,26,2022-08-10,7
6830,Japan Sports Youhinten,245,229,88,26,2022-04-17,7
6831,Kanjosen Sport,258,242,88,26,2022-06-26,2
6832,Kanjosen Sport,258,242,88,26,2022-07-18,8
6833,Kanjosen Sport,258,242,88,26,2022-03-30,5
6834,Kanjosen Sport,259,243,88,26,2022-07-05,2
6835,Kanjosen Sport,259,243,88,26,2022-08-10,3
6836,Kanjosen Sport,259,243,88,26,2022-04-25,7
6837,Kanjosen Sport,257,241,88,26,2022-06-22,4
6838,Kanjosen Sport,257,241,88,26,2022-08-16,7
6839,Kanjosen Sport,257,241,88,26,2022-04-07,7
6840,Kanjosen Sport,256,240,88,26,2022-06-22,3
6841,Kanjosen Sport,256,240,88,26,2022-08-12,1
6842,Kanjosen Sport,256,240,88,26,2022-04-15,7
6846,NIPPON Sofcon Net,236,220,88,26,2022-06-05,5
6847,NIPPON Sofcon Net,236,220,88,26,2022-07-18,2
6848,NIPPON Sofcon Net,236,220,88,26,2022-04-04,1
6849,Chuei Hyakkaten,239,223,88,26,2023-07-19,4
6850,Chuei Hyakkaten,239,223,88,26,2023-08-01,7
6851,Chuei Hyakkaten,239,223,88,26,2023-03-12,5
6858,Golf Shop Jiro,235,219,88,26,2023-06-11,7
6859,Golf Shop Jiro,235,219,88,26,2023-08-10,4
6860,Golf Shop Jiro,235,219,88,26,2023-03-21,1
6861,Hanagata Golf Shop,248,232,88,26,2023-06-18,7
6862,Hanagata Golf Shop,248,232,88,26,2023-07-17,7
6863,Hanagata Golf Shop,248,232,88,26,2023-04-14,2
6864,Hanagata Golf Shop,249,233,88,26,2023-07-15,2
6865,Hanagata Golf Shop,249,233,88,26,2023-08-04,5
6866,Hanagata Golf Shop,249,233,88,26,2023-04-04,5
6867,Japan Sports Youhinten,246,230,88,26,2023-06-24,3
6868,Japan Sports Youhinten,246,230,88,26,2023-08-13,2
6869,Japan Sports Youhinten,246,230,88,26,2023-03-18,4
6870,Japan Sports Youhinten,245,229,88,26,2023-06-09,3
6871,Japan Sports Youhinten,245,229,88,26,2023-07-19,7
6872,Japan Sports Youhinten,245,229,88,26,2023-03-12,7
6873,Kanjosen Sport,258,242,88,26,2023-07-02,3
6874,Kanjosen Sport,258,242,88,26,2023-07-06,4
6875,Kanjosen Sport,258,242,88,26,2023-04-13,7
6876,Kanjosen Sport,259,243,88,26,2023-07-09,7
6877,Kanjosen Sport,259,243,88,26,2023-08-04,2
6878,Kanjosen Sport,259,243,88,26,2023-03-29,5
6879,Kanjosen Sport,257,241,88,26,2023-07-09,5
6880,Kanjosen Sport,257,241,88,26,2023-08-10,3
6881,Kanjosen Sport,257,241,88,26,2023-03-18,5
6882,Kanjosen Sport,256,240,88,26,2023-07-14,3
6883,Kanjosen Sport,256,240,88,26,2023-07-05,7
6884,Kanjosen Sport,256,240,88,26,2023-04-27,7
6885,Kitanaka Tozanyouhinten,253,237,88,26,2023-07-13,7
6886,Kitanaka Tozanyouhinten,253,237,88,26,2023-07-26,5
6887,Kitanaka Tozanyouhinten,253,237,88,26,2023-04-15,7
6888,NIPPON Sofcon Net,236,220,88,26,2023-06-21,4
6889,NIPPON Sofcon Net,236,220,88,26,2023-07-22,2
6890,NIPPON Sofcon Net,236,220,88,26,2023-03-25,5
6891,Chuei Hyakkaten,239,223,88,26,2024-06-15,4
6892,Chuei Hyakkaten,239,223,88,26,2024-08-23,5
6893,Chuei Hyakkaten,239,223,88,26,2024-03-15,7
6895,Golf Shop Jiro,241,225,88,26,2024-07-09,5
6900,Golf Shop Jiro,235,219,88,26,2024-07-01,8
6901,Golf Shop Jiro,235,219,88,26,2024-07-19,5
6902,Golf Shop Jiro,235,219,88,26,2024-03-27,7
6903,Hanagata Golf Shop,248,232,88,26,2024-06-02,1
6904,Hanagata Golf Shop,248,232,88,26,2024-08-22,2
6905,Hanagata Golf Shop,248,232,88,26,2024-04-26,4
6906,Hanagata Golf Shop,249,233,88,26,2024-06-20,7
6907,Hanagata Golf Shop,249,233,88,26,2024-07-27,4
6908,Hanagata Golf Shop,249,233,88,26,2024-03-31,2
6909,Japan Sports Youhinten,246,230,88,26,2024-06-14,4
6910,Japan Sports Youhinten,246,230,88,26,2024-08-22,7
6911,Japan Sports Youhinten,246,230,88,26,2024-04-03,4
6912,Japan Sports Youhinten,245,229,88,26,2024-07-13,2
6913,Japan Sports Youhinten,245,229,88,26,2024-07-30,2
6914,Japan Sports Youhinten,245,229,88,26,2024-04-24,5
6915,Kanjosen Sport,258,242,88,26,2024-06-30,2
6916,Kanjosen Sport,258,242,88,26,2024-07-16,4
6917,Kanjosen Sport,258,242,88,26,2024-04-15,7
6918,Kanjosen Sport,259,243,88,26,2024-05-31,7
6919,Kanjosen Sport,259,243,88,26,2024-08-20,2
6920,Kanjosen Sport,259,243,88,26,2024-04-29,7
6921,Kanjosen Sport,257,241,88,26,2024-06-07,4
6922,Kanjosen Sport,257,241,88,26,2024-07-23,4
6923,Kanjosen Sport,257,241,88,26,2024-04-12,2
6924,Kanjosen Sport,256,240,88,26,2024-06-15,5
6925,Kanjosen Sport,256,240,88,26,2024-07-12,5
6926,Kanjosen Sport,256,240,88,26,2024-03-13,5
6927,Kitanaka Tozanyouhinten,253,237,88,26,2024-06-02,2
6928,Kitanaka Tozanyouhinten,253,237,88,26,2024-08-22,5
6929,Kitanaka Tozanyouhinten,253,237,88,26,2024-04-05,5
6930,NIPPON Sofcon Net,236,220,88,26,2024-07-10,7
6931,NIPPON Sofcon Net,236,220,88,26,2024-08-19,8
6932,NIPPON Sofcon Net,236,220,88,26,2024-03-23,7
6934,Golf Shop Jiro,240,224,83,25,2022-08-24,5
6935,Golf Shop Jiro,240,224,83,25,2022-04-20,4
6936,Hanagata Golf Shop,251,235,83,25,2022-06-11,7
6937,Hanagata Golf Shop,251,235,83,25,2022-07-31,1
6938,Hanagata Golf Shop,251,235,83,25,2022-03-29,7
6939,Hanagata Golf Shop,252,236,85,25,2022-07-15,2
6940,Hanagata Golf Shop,252,236,85,25,2022-07-11,1
6941,Hanagata Golf Shop,252,236,85,25,2022-03-30,1
6942,Hanagata Golf Shop,250,234,85,25,2022-07-15,2
6943,Hanagata Golf Shop,250,234,85,25,2022-08-11,2
6944,Hanagata Golf Shop,250,234,85,25,2022-04-27,5
6951,Japan Sports Youhinten,247,231,85,25,2022-07-15,1
6952,Japan Sports Youhinten,247,231,85,25,2022-08-17,5
6953,Japan Sports Youhinten,247,231,85,25,2022-04-09,1
6954,Japan Sports Youhinten,242,226,83,25,2022-07-16,3
6955,Japan Sports Youhinten,242,226,83,25,2022-07-24,2
6956,Japan Sports Youhinten,242,226,83,25,2022-03-30,2
6957,Kanjosen Sport,243,227,85,25,2022-07-03,3
6958,Kanjosen Sport,243,227,85,25,2022-08-22,7
6959,Kanjosen Sport,243,227,85,25,2022-03-23,4
6966,Golf Shop Jiro,240,224,85,25,2023-06-06,4
6969,Hanagata Golf Shop,251,235,85,25,2023-07-03,3
6970,Hanagata Golf Shop,251,235,85,25,2023-07-23,4
6971,Hanagata Golf Shop,251,235,85,25,2023-03-25,5
6972,Hanagata Golf Shop,252,236,83,25,2023-06-17,8
6973,Hanagata Golf Shop,252,236,83,25,2023-08-24,7
6974,Hanagata Golf Shop,252,236,83,25,2023-04-20,3
6975,Hanagata Golf Shop,250,234,85,25,2023-07-10,7
6976,Hanagata Golf Shop,250,234,85,25,2023-08-16,3
6977,Hanagata Golf Shop,250,234,85,25,2023-03-23,7
6978,Hinode Megane,238,222,85,25,2023-06-16,3
6980,Hinode Megane,238,222,85,25,2023-03-27,5
6981,Hinode Megane,237,221,85,25,2023-06-16,2
6982,Hinode Megane,237,221,85,25,2023-08-17,2
6983,Hinode Megane,237,221,85,25,2023-03-28,5
6984,Japan Sports Youhinten,247,231,83,25,2023-06-14,4
6985,Japan Sports Youhinten,247,231,83,25,2023-08-20,7
6986,Japan Sports Youhinten,247,231,83,25,2023-03-15,2
6987,Japan Sports Youhinten,242,226,85,25,2023-07-11,5
6988,Japan Sports Youhinten,242,226,85,25,2023-08-05,5
6989,Japan Sports Youhinten,242,226,85,25,2023-03-12,7
6990,Kanjosen Sport,243,227,85,25,2023-06-17,7
6991,Kanjosen Sport,243,227,85,25,2023-07-19,2
6992,Kanjosen Sport,243,227,85,25,2023-03-19,5
6993,Kitanaka Tozanyouhinten,254,238,85,25,2023-06-22,5
6994,Kitanaka Tozanyouhinten,254,238,85,25,2023-07-15,7
6996,Kitanaka Tozanyouhinten,255,239,83,25,2023-06-09,2
6997,Kitanaka Tozanyouhinten,255,239,83,25,2023-07-24,4
6998,Kitanaka Tozanyouhinten,255,239,83,25,2023-03-22,4
7002,Hanagata Golf Shop,251,235,85,25,2024-07-18,4
7003,Hanagata Golf Shop,251,235,85,25,2024-08-24,5
7004,Hanagata Golf Shop,251,235,85,25,2024-04-21,5
7005,Hanagata Golf Shop,252,236,85,25,2024-07-04,2
7006,Hanagata Golf Shop,252,236,85,25,2024-07-31,7
7007,Hanagata Golf Shop,252,236,85,25,2024-03-29,2
7008,Hanagata Golf Shop,250,234,83,25,2024-07-08,1
7009,Hanagata Golf Shop,250,234,83,25,2024-08-07,7
7011,Hinode Megane,238,222,85,25,2024-06-11,1
7012,Hinode Megane,238,222,85,25,2024-08-23,2
7013,Hinode Megane,238,222,85,25,2024-04-24,7
7014,Hinode Megane,237,221,85,25,2024-06-22,5
7016,Hinode Megane,237,221,85,25,2024-03-20,4
7017,Japan Sports Youhinten,247,231,85,25,2024-06-13,2
7018,Japan Sports Youhinten,247,231,85,25,2024-07-20,5
7019,Japan Sports Youhinten,247,231,85,25,2024-03-29,4
7020,Japan Sports Youhinten,242,226,85,25,2024-06-13,1
7021,Japan Sports Youhinten,242,226,85,25,2024-07-19,5
7022,Japan Sports Youhinten,242,226,85,25,2024-04-01,2
7023,Kanjosen Sport,243,227,83,25,2024-06-11,4
7024,Kanjosen Sport,243,227,83,25,2024-07-15,4
7025,Kanjosen Sport,243,227,83,25,2024-04-03,5
7026,Kitanaka Tozanyouhinten,254,238,83,25,2024-06-22,8
7027,Kitanaka Tozanyouhinten,254,238,83,25,2024-08-20,2
7029,Kitanaka Tozanyouhinten,255,239,83,25,2024-06-18,2
7031,Kitanaka Tozanyouhinten,255,239,83,25,2024-04-08,3
7032,Chuei Hyakkaten,239,223,88,26,2022-10-03,7
7036,Hanagata Golf Shop,248,232,88,26,2022-10-06,4
7037,Hanagata Golf Shop,249,233,88,26,2022-09-15,2
7038,Chuei Hyakkaten,239,223,88,26,2023-09-26,7
7042,Hanagata Golf Shop,248,232,88,26,2023-10-10,2
7043,Hanagata Golf Shop,249,233,88,26,2023-09-15,7
7045,Golf Shop Jiro,241,225,88,26,2024-09-29,5
7050,Golf Shop Jiro,240,224,85,25,2022-10-03,2
7051,Hanagata Golf Shop,251,235,85,25,2022-10-20,2
7052,Hanagata Golf Shop,252,236,85,25,2022-09-22,3
7053,Hanagata Golf Shop,250,234,85,25,2022-09-05,2
7055,Hinode Megane,237,221,85,25,2022-10-21,7
