ORDER_DETAIL_CODE,ORDER_NUMBER,PRODUCT_NUMBER,QUANTITY,UNIT_COST,UNIT_PRICE,UNIT_SALE_PRICE
81653,7133,55,16,3.9,7.8,7.8
81654,6890,56,8,8.53,17.09,17.09
81655,7081,56,8,8.53,17.09,17.09
81656,7117,57,12,38.97,77.94,77.94
81657,7080,57,14,38.97,77.94,77.94
81658,6886,57,14,38.97,77.94,77.94
81659,7153,57,14,38.97,77.94,77.94
81660,6879,57,10,38.97,77.94,77.94
81661,7083,57,12,38.97,77.94,77.94
81662,7082,57,12,38.97,77.94,77.94
81663,7083,58,16,56.88,79.65,79.65
81664,6877,58,8,56.88,79.65,79.65
81665,7080,58,14,56.88,79.65,79.65
81666,6873,58,14,56.88,79.65,79.65
81667,6876,58,14,56.88,79.65,79.65
81668,7120,58,22,56.88,79.65,79.65
81669,6990,58,18,56.88,79.65,79.65
81670,7153,58,14,56.88,79.65,79.65
81671,6992,58,12,56.88,79.65,79.65
81672,7133,58,10,56.88,79.65,79.65
81673,6877,59,10,45.58,59.25,59.25
81674,6890,59,14,45.58,59.25,59.25
81675,6879,59,10,45.58,59.25,59.25
81676,7119,59,12,45.58,59.25,59.25
81677,6992,59,10,45.58,59.25,59.25
81678,6873,59,14,45.58,59.25,59.25
81679,6882,59,12,45.58,59.25,59.25
81680,7153,59,8,45.58,59.25,59.25
81681,6998,60,30,9.89,19.78,19.78
81682,7133,60,18,9.89,19.78,19.78
81683,6992,60,20,9.89,19.78,19.78
81684,6990,60,16,9.89,19.78,19.78
81685,6878,60,12,9.89,19.78,19.78
81686,6887,60,28,9.89,19.78,19.78
81687,7082,60,14,9.89,19.78,19.78
81688,7118,60,14,9.89,19.78,19.78
81689,6886,60,12,9.89,19.78,19.78
81690,6880,60,20,9.89,19.78,19.78
81691,6991,60,18,9.89,19.78,19.78
81692,6876,60,18,9.89,19.78,19.78
81693,6997,60,12,9.89,19.78,19.78
81694,6993,61,38,19.52,39.04,39.04
81695,7153,61,18,19.52,39.04,39.04
81696,6882,61,30,19.52,39.04,39.04
81697,6998,61,16,19.52,39.04,39.04
81698,6876,61,24,19.52,39.04,39.04
81699,7133,61,40,19.52,39.04,39.04
81700,6884,61,40,19.52,39.04,39.04
81701,7081,61,22,19.52,39.04,39.04
81702,6881,61,30,19.52,39.04,39.04
81703,7117,61,32,19.52,39.04,39.04
81704,6885,61,12,19.52,39.04,39.04
81705,6888,61,18,19.52,39.04,39.04
81706,7120,62,20,46.52,79.11,79.11
81707,6889,62,16,46.52,79.11,79.11
81708,6888,62,26,46.52,79.11,79.11
81709,6994,62,28,46.52,79.11,79.11
81710,6996,62,26,46.52,79.11,79.11
81711,6890,62,34,46.52,79.11,79.11
81712,6880,62,42,46.52,79.11,79.11
81713,6878,62,10,46.52,79.11,79.11
81714,6882,62,30,46.52,79.11,79.11
81715,6991,62,38,46.52,79.11,79.11
81716,6884,62,22,46.52,79.11,79.11
81717,7101,62,12,46.52,79.11,79.11
81718,7099,63,40,30.63,45.97,45.97
81719,6989,63,38,30.63,45.97,45.97
81720,6870,63,40,30.63,45.97,45.97
81721,6890,63,40,30.63,45.97,45.97
81722,6873,63,40,30.63,45.97,45.97
81723,6881,63,26,30.63,45.97,45.97
81724,6867,63,24,30.63,45.97,45.97
81725,7081,63,54,30.63,45.97,45.97
81726,6850,63,40,30.63,45.97,45.97
81727,7077,63,56,30.63,45.97,45.97
81728,7118,63,40,30.63,45.97,45.97
81729,6888,64,46,20.1,40.2,40.2
81730,6884,64,72,20.1,40.2,40.2
81731,7081,64,112,20.1,40.2,40.2
81732,6984,64,114,20.1,40.2,40.2
81733,6986,64,54,20.1,40.2,40.2
81734,7131,64,54,20.1,40.2,40.2
81735,7100,64,50,20.1,40.2,40.2
81736,7119,64,46,20.1,40.2,40.2
81737,7078,64,96,20.1,40.2,40.2
81738,6889,64,114,20.1,40.2,40.2
81739,6890,64,48,20.1,40.2,40.2
81740,7080,64,86,20.1,40.2,40.2
81741,6880,64,112,20.1,40.2,40.2
81742,6883,64,70,20.1,40.2,40.2
81743,7133,65,40,39.0,78.0,78.0
81744,7131,65,48,39.0,78.0,78.0
81745,6872,65,44,39.0,78.0,78.0
81746,6851,65,36,39.0,78.0,78.0
81747,7100,65,40,39.0,78.0,78.0
81748,6876,65,42,39.0,78.0,78.0
81749,7119,65,44,39.0,78.0,78.0
81750,6867,65,42,39.0,78.0,78.0
81751,7118,65,40,39.0,78.0,78.0
81752,7114,65,44,39.0,78.0,78.0
81753,7115,65,42,39.0,78.0,78.0
81754,6874,65,48,39.0,78.0,78.0
81755,7077,66,36,46.45,92.91,92.91
81756,6869,66,16,46.45,92.91,92.91
81757,7038,66,36,46.45,92.91,92.91
81758,7099,66,24,46.45,92.91,92.91
81759,7114,66,14,46.45,92.91,92.91
81760,7083,66,26,46.45,92.91,92.91
81761,7132,66,26,46.45,92.91,92.91
81762,7120,66,26,46.45,92.91,92.91
81763,6878,66,26,46.45,92.91,92.91
81764,7119,67,28,121.45,255.07,255.07
81765,6868,67,104,121.45,255.07,246.5
81766,7082,67,56,121.45,255.07,185.74
81767,7114,67,32,121.45,255.07,255.07
81768,6869,67,22,121.45,255.07,255.07
81769,7115,67,22,121.45,255.07,255.07
81770,6877,67,58,121.45,255.07,233.19
81771,6876,67,24,121.45,255.07,255.07
81772,7038,67,74,121.45,255.07,193.8
81773,6881,67,30,121.45,255.07,255.07
81774,7080,67,60,121.45,255.07,192.02
81775,6985,67,38,121.45,255.07,255.07
81776,6871,67,34,121.45,255.07,255.07
81777,6879,67,62,121.45,255.07,255.07
81778,6889,67,40,121.45,255.07,255.07
81779,7133,68,34,46.2,60.06,60.06
81780,6877,68,14,46.2,60.06,60.06
81781,6874,68,36,46.2,60.06,60.06
81782,7099,68,36,46.2,60.06,60.06
81783,6871,68,32,46.2,60.06,60.06
81784,7116,68,42,46.2,60.06,60.06
81785,7098,68,16,46.2,60.06,60.06
81786,7120,68,38,46.2,60.06,60.06
81787,7118,68,62,46.2,60.06,60.06
81788,6983,68,58,46.2,60.06,60.06
81789,6989,68,36,46.2,60.06,60.06
81790,6870,69,8,69.69,104.54,104.54
81791,7120,69,8,69.69,104.54,104.54
81792,7153,69,8,69.69,104.54,104.54
81793,7115,69,8,69.69,104.54,104.54
81794,6884,69,8,69.69,104.54,104.54
81795,6981,69,16,69.69,104.54,104.54
81796,6985,69,8,69.69,104.54,104.54
81797,7060,69,8,69.69,104.54,104.54
81798,6982,69,4,69.69,104.54,104.54
81799,6871,69,8,69.69,104.54,104.54
81800,7098,69,4,69.69,104.54,104.54
81801,6876,70,32,81.37,122.06,122.06
81802,7082,70,20,81.37,122.06,122.06
81803,7114,70,32,81.37,122.06,122.06
81804,7080,70,8,81.37,122.06,122.06
81805,6978,70,20,81.37,122.06,122.06
81806,6981,70,20,81.37,122.06,122.06
81807,7038,70,8,81.37,122.06,122.06
81808,6890,70,20,81.37,122.06,122.06
81809,7083,71,20,60.5,90.76,90.76
81810,7100,71,20,60.5,90.76,90.76
81811,6870,71,26,60.5,90.76,90.76
81812,6981,71,52,60.5,90.76,90.76
81813,7098,71,8,60.5,90.76,90.76
81814,6985,71,24,60.5,90.76,90.76
81815,7061,71,6,60.5,90.76,90.76
81816,7077,72,18,73.77,147.57,147.57
81817,7098,72,6,73.77,147.57,147.57
81818,6981,72,30,73.77,147.57,147.57
81819,7060,72,6,73.77,147.57,147.57
81820,7100,72,18,73.77,147.57,147.57
81821,6980,72,30,73.77,147.57,147.57
81822,6875,73,28,8.68,12.15,12.15
81823,7117,73,32,8.68,12.15,12.15
81824,7114,73,32,8.68,12.15,12.15
81825,6879,73,30,8.68,12.15,12.15
81826,6992,73,30,8.68,12.15,12.15
81827,6986,73,30,8.68,12.15,12.15
81828,6870,73,18,8.68,12.15,12.15
81829,6884,73,30,8.68,12.15,12.15
81830,7100,73,30,8.68,12.15,12.15
81831,6872,73,54,8.68,12.15,12.15
81832,6871,73,18,8.68,12.15,12.15
81833,7038,74,60,11.43,16.02,16.02
81834,7079,74,80,11.43,16.02,16.02
81835,6872,74,64,11.43,16.02,16.02
81836,7120,74,62,11.43,16.02,16.02
81837,6879,74,44,11.43,16.02,16.02
81838,7117,74,44,11.43,16.02,16.02
81839,7101,74,74,11.43,16.02,16.02
81840,6888,74,52,11.43,16.02,16.02
81841,6875,74,40,11.43,16.02,16.02
81842,7081,74,72,11.43,16.02,16.02
81843,7119,74,70,11.43,16.02,16.02
81844,7078,74,72,11.43,16.02,16.02
81845,7083,74,80,11.43,16.02,16.02
81846,7120,75,36,83.94,115.84,115.84
81847,6881,75,58,83.94,115.84,115.84
81848,7118,75,48,83.94,115.84,115.84
81849,7076,75,52,83.94,115.84,115.84
81850,6890,75,44,83.94,115.84,115.84
81851,7082,75,66,83.94,115.84,115.84
81852,6984,75,44,83.94,115.84,115.84
81853,6879,75,40,83.94,115.84,115.84
81854,6991,75,48,83.94,115.84,115.84
81855,7114,75,50,83.94,115.84,115.84
81856,6884,75,30,83.94,115.84,115.84
81857,6878,75,40,83.94,115.84,115.84
81858,7077,76,56,23.54,40.02,40.02
81859,6870,76,50,23.54,40.02,40.02
81860,6883,76,40,23.54,40.02,40.02
81861,6990,76,40,23.54,40.02,40.02
81862,7079,76,52,23.54,40.02,40.02
81863,7038,76,52,23.54,40.02,40.02
81864,6884,76,60,23.54,40.02,40.02
81865,7114,76,54,23.54,40.02,40.02
81866,6881,76,50,23.54,40.02,40.02
81867,7101,76,62,23.54,40.02,40.02
81868,6878,76,52,23.54,40.02,40.02
81869,6991,77,40,45.31,90.63,90.63
81870,7079,77,52,45.31,90.63,90.63
81871,7132,77,48,45.31,90.63,90.63
81872,7133,77,58,45.31,90.63,90.63
81873,6850,77,36,45.31,90.63,90.63
81874,7100,77,52,45.31,90.63,90.63
81875,7120,77,48,45.31,90.63,90.63
81876,6851,77,54,45.31,90.63,90.63
81877,7099,77,50,45.31,90.63,90.63
81878,7038,77,58,45.31,90.63,90.63
81879,6889,77,50,45.31,90.63,90.63
81880,7099,78,32,82.69,103.37,103.37
81881,7038,78,38,82.69,103.37,103.37
81882,6867,78,36,82.69,103.37,103.37
81883,6890,78,34,82.69,103.37,103.37
81884,7101,78,26,82.69,103.37,103.37
81885,7083,78,34,82.69,103.37,103.37
81886,6851,78,34,82.69,103.37,103.37
81887,7118,79,14,98.98,133.63,133.63
81888,7153,79,22,98.98,133.63,133.63
81889,6991,79,12,98.98,133.63,133.63
81890,6851,79,12,98.98,133.63,133.63
81891,6984,79,14,98.98,133.63,133.63
81892,6888,79,12,98.98,133.63,133.63
81893,7114,79,12,98.98,133.63,133.63
81894,6987,79,18,98.98,133.63,133.63
81895,6870,80,18,96.51,164.08,164.08
81896,6981,80,14,96.51,164.08,164.08
81897,6984,80,18,96.51,164.08,164.08
81898,6867,80,12,96.51,164.08,164.08
81899,7120,80,18,96.51,164.08,164.08
81900,7101,80,18,96.51,164.08,164.08
81901,6874,80,18,96.51,164.08,164.08
81902,7077,80,22,96.51,164.08,164.08
81903,7115,80,20,96.51,164.08,164.08
81904,7098,80,22,96.51,164.08,164.08
81905,7079,81,26,41.99,83.98,83.98
81906,6871,81,20,41.99,83.98,83.98
81907,6875,81,22,41.99,83.98,83.98
81908,7132,81,26,41.99,83.98,83.98
81909,6867,81,18,41.99,83.98,83.98
81910,6986,81,28,41.99,83.98,83.98
81911,7082,82,52,20.47,30.71,30.71
81912,7119,82,40,20.47,30.71,30.71
81913,7116,82,38,20.47,30.71,30.71
81914,6878,82,44,20.47,30.71,30.71
81915,6889,82,34,20.47,30.71,30.71
81916,7077,82,42,20.47,30.71,30.71
81917,6883,82,32,20.47,30.71,30.71
81918,6869,82,44,20.47,30.71,30.71
81919,7081,82,40,20.47,30.71,30.71
81920,6985,82,42,20.47,30.71,30.71
81921,7153,82,52,20.47,30.71,30.71
81922,6991,83,30,57.86,92.56,92.56
81923,6989,83,38,57.86,92.56,92.56
81924,7076,83,38,57.86,92.56,92.56
81925,6984,83,24,57.86,92.56,92.56
81926,6889,83,32,57.86,92.56,92.56
81927,6871,83,30,57.86,92.56,92.56
81928,6850,83,26,57.86,92.56,92.56
81929,7131,83,36,57.86,92.56,92.56
81930,6879,83,30,57.86,92.56,92.56
81931,6988,83,26,57.86,92.56,92.56
81932,6875,83,30,57.86,92.56,92.56
81933,7114,84,22,81.23,113.73,113.73
81934,7131,84,32,81.23,113.73,113.73
81935,6984,84,22,81.23,113.73,113.73
81936,6890,84,36,81.23,113.73,113.73
81937,6867,84,32,81.23,113.73,113.73
81938,7099,84,32,81.23,113.73,113.73
81939,6987,84,26,81.23,113.73,113.73
81940,6870,84,36,81.23,113.73,113.73
81941,7120,85,34,177.17,301.2,301.2
81942,6996,85,18,177.17,301.2,301.2
81943,7079,85,40,177.17,301.2,301.2
81944,6883,85,22,177.17,301.2,301.2
81945,6876,85,32,177.17,301.2,301.2
81946,6879,85,20,177.17,301.2,301.2
81947,6874,85,28,177.17,301.2,301.2
81948,7133,85,28,177.17,301.2,301.2
81949,6881,85,30,177.17,301.2,301.2
81950,6867,86,122,1.91,5.76,5.76
81951,6991,86,114,1.91,5.76,5.76
81952,6989,86,66,1.91,5.76,5.76
81953,6884,86,74,1.91,5.76,5.76
81954,7101,86,16,1.91,5.76,5.76
81955,7153,86,36,1.91,5.76,5.76
81956,7077,86,16,1.91,5.76,5.76
81957,7116,86,74,1.91,5.76,5.76
81958,6889,86,94,1.91,5.76,5.76
81959,6984,86,98,1.91,5.76,5.76
81960,6883,86,56,1.91,5.76,5.76
81961,6868,86,50,1.91,5.76,5.76
81962,6985,86,40,1.91,5.76,5.76
81963,6890,87,72,1.91,5.76,5.76
81964,6871,87,76,1.91,5.76,5.76
81965,6879,87,98,1.91,5.76,5.76
81966,6987,87,72,1.91,5.76,5.76
81967,6881,87,70,1.91,5.76,5.76
81968,6868,87,72,1.91,5.76,5.76
81969,7131,87,76,1.91,5.76,5.76
81970,7119,87,66,1.91,5.76,5.76
81971,7101,87,74,1.91,5.76,5.76
81972,6850,87,70,1.91,5.76,5.76
81973,6881,88,82,1.91,6.73,6.73
81974,6986,88,82,1.91,6.73,6.73
81975,6992,88,124,1.91,6.73,6.73
81976,6851,88,80,1.91,6.73,6.73
81977,6872,88,82,1.91,6.73,6.73
81978,6875,88,80,1.91,6.73,6.73
81979,6882,88,82,1.91,6.73,6.73
81980,6878,88,78,1.91,6.73,6.73
81981,6990,88,102,1.91,6.73,6.73
81982,7132,88,80,1.91,6.73,6.73
81983,7101,88,14,1.91,6.73,6.73
81984,7131,89,122,2.48,6.96,6.96
81985,7133,89,146,2.48,6.96,6.96
81986,7100,89,90,2.48,6.96,6.96
81987,6985,89,42,2.48,6.96,6.96
81988,6871,89,92,2.48,6.96,6.96
81989,6850,89,126,2.48,6.96,6.96
81990,7101,89,14,2.48,6.96,6.96
81991,7038,89,46,2.48,6.96,6.96
81992,6890,89,98,2.48,6.96,6.96
81993,6874,90,114,2.47,6.92,6.92
81994,6888,90,128,2.47,6.92,6.92
81995,7153,90,134,2.47,6.92,6.92
81996,6878,90,198,2.47,6.92,6.92
81997,7132,90,128,2.47,6.92,6.92
81998,6986,90,138,2.47,6.92,6.92
81999,6869,90,124,2.47,6.92,6.92
82000,6877,90,64,2.47,6.92,6.92
82001,7119,91,44,1.97,4.92,4.92
82002,7133,91,58,1.97,4.92,4.92
82003,6876,91,46,1.97,4.92,4.92
82004,6984,91,52,1.97,4.92,4.92
82005,6870,91,52,1.97,4.92,4.92
82006,6882,91,62,1.97,4.92,4.92
82007,6878,91,62,1.97,4.92,4.92
82008,6874,91,52,1.97,4.92,4.92
82009,6851,91,66,1.97,4.92,4.92
82010,6986,91,66,1.97,4.92,4.92
82011,6873,91,64,1.97,4.92,4.92
82012,6868,91,60,1.97,4.92,4.92
82013,7132,91,42,1.97,4.92,4.92
82014,7117,92,26,1.97,4.92,4.92
82015,6881,92,48,1.97,4.92,4.92
82016,6878,92,24,1.97,4.92,4.92
82017,6879,92,48,1.97,4.92,4.92
82018,6987,92,24,1.97,4.92,4.92
82019,6884,92,28,1.97,4.92,4.92
82020,6880,92,16,1.97,4.92,4.92
82021,6991,92,22,1.97,4.92,4.92
82022,7100,93,38,1.92,4.82,4.82
82023,6876,93,84,1.92,4.82,4.82
82024,7115,93,118,1.92,4.82,4.82
82025,6882,93,76,1.92,4.82,4.82
82026,6850,93,84,1.92,4.82,4.82
82028,6884,93,98,1.92,4.82,4.82
82029,6880,93,96,1.92,4.82,4.82
82030,6988,93,134,1.92,4.82,4.82
82031,6888,93,96,1.92,4.82,4.82
82032,6871,93,84,1.92,4.82,4.82
82033,6869,93,138,1.92,4.82,4.82
82034,6881,94,130,1.9,4.78,4.78
82035,6874,94,110,1.9,4.78,4.78
82036,6879,94,94,1.9,4.78,4.78
82037,6878,94,142,1.9,4.78,4.78
82038,6989,94,146,1.9,4.78,4.78
82039,6867,94,68,1.9,4.78,4.78
82040,6890,94,170,1.9,4.78,4.78
82041,6870,94,110,1.9,4.78,4.78
82042,6889,94,58,1.9,4.78,4.78
82043,6872,94,136,1.9,4.78,4.78
82044,6851,94,174,1.9,4.78,4.78
82045,6884,94,112,1.9,4.78,4.78
82046,6988,94,46,1.9,4.78,4.78
82047,6850,94,58,1.9,4.78,4.78
82048,6884,95,104,2.94,5.88,5.88
82049,7099,95,90,2.94,5.88,5.88
82050,6880,95,24,2.94,5.88,5.88
82051,6883,95,80,2.94,5.88,5.88
82052,6849,95,182,2.94,5.88,5.88
82053,6881,95,168,2.94,5.88,5.88
82054,7038,95,24,2.94,5.88,5.88
82055,7132,96,20,16.37,22.92,22.92
82056,7131,96,14,16.37,22.92,22.92
82057,6888,96,16,16.37,22.92,22.92
82058,6988,96,16,16.37,22.92,22.92
82059,7101,96,18,16.37,22.92,22.92
82060,6877,96,16,16.37,22.92,22.92
82061,6870,96,16,16.37,22.92,22.92
82062,6884,96,16,16.37,22.92,22.92
82066,7101,97,26,24.84,34.77,34.77
82067,6992,97,10,24.84,34.77,34.77
82072,7120,98,76,2.91,5.82,5.82
82073,6851,98,66,2.91,5.82,5.82
82074,6884,98,50,2.91,5.82,5.82
82075,6890,98,44,2.91,5.82,5.82
82076,6872,98,48,2.91,5.82,5.82
82077,6871,98,34,2.91,5.82,5.82
82078,6850,98,24,2.91,5.82,5.82
82079,6867,98,48,2.91,5.82,5.82
82080,7101,98,40,2.91,5.82,5.82
82081,7038,99,32,1.97,4.94,4.94
82082,7099,99,38,1.97,4.94,4.94
82083,6988,99,24,1.97,4.94,4.94
82084,6872,99,36,1.97,4.94,4.94
82085,7100,99,48,1.97,4.94,4.94
82086,6884,99,34,1.97,4.94,4.94
82087,7116,99,34,1.97,4.94,4.94
82088,6989,99,70,1.97,4.94,4.94
82089,6873,99,38,1.97,4.94,4.94
82090,6985,100,56,2.85,5.71,5.71
82091,7100,100,18,2.85,5.71,5.71
82092,6990,100,68,2.85,5.71,5.71
82093,6882,100,78,2.85,5.71,5.71
82094,6881,100,78,2.85,5.71,5.71
82095,7132,100,118,2.85,5.71,5.71
82096,7116,100,72,2.85,5.71,5.71
82097,6874,100,60,2.85,5.71,5.71
82098,7114,100,74,2.85,5.71,5.71
82099,7042,101,6,305.64,550.16,550.16
82100,7162,101,6,305.64,550.16,550.16
82101,7081,101,6,305.64,550.16,550.16
82102,6970,101,2,305.64,550.16,550.16
82103,6990,101,6,305.64,550.16,550.16
82104,7120,101,6,305.64,550.16,550.16
82105,7043,101,6,305.64,550.16,550.16
82106,7057,101,8,305.64,550.16,550.16
82107,7079,101,8,305.64,550.16,550.16
82108,6874,101,6,305.64,550.16,550.16
82109,6971,101,10,305.64,550.16,550.16
82110,6861,102,8,392.17,823.58,823.58
82111,7145,102,8,392.17,823.58,823.58
82112,6969,102,16,392.17,823.58,617.0
82113,6862,102,6,392.17,823.58,823.58
82114,6974,102,12,392.17,823.58,823.58
82115,6860,102,20,392.17,823.58,823.58
82116,6970,102,6,392.17,823.58,823.58
82117,6976,102,2,392.17,823.58,823.58
82118,7043,102,10,392.17,823.58,823.58
82119,7042,102,10,392.17,823.58,823.58
82120,6975,102,6,392.17,823.58,823.58
82121,7162,102,6,392.17,823.58,823.58
82122,7161,102,12,392.17,823.58,823.58
82123,7159,102,10,392.17,823.58,823.58
82124,7056,102,8,392.17,823.58,823.58
82125,7042,103,2,279.32,502.79,502.79
82126,7117,103,2,279.32,502.79,502.79
82127,6864,103,2,279.32,502.79,502.79
82128,6969,103,2,279.32,502.79,502.79
82129,6974,103,2,279.32,502.79,502.79
82130,7058,103,2,279.32,502.79,502.79
82131,6862,103,2,279.32,502.79,502.79
82132,6877,103,2,279.32,502.79,502.79
82133,7160,104,2,336.04,705.69,705.69
82134,7162,104,4,336.04,705.69,705.69
82135,6973,104,2,336.04,705.69,705.69
82136,6975,104,2,336.04,705.69,705.69
82137,7043,104,2,336.04,705.69,705.69
82138,7058,104,4,336.04,705.69,705.69
82139,6977,105,12,558.15,1227.96,826.03
82140,6862,105,4,558.15,1227.96,1227.96
82141,6861,105,4,558.15,1227.96,1227.96
82142,6863,105,12,558.15,1227.96,1227.96
82143,7057,105,8,558.15,1227.96,1227.96
82144,6966,105,10,558.15,1227.96,764.61
82145,6974,105,10,558.15,1227.96,1227.96
82146,6864,105,12,558.15,1227.96,948.86
82147,7082,106,8,551.46,992.65,992.65
82148,7133,106,14,551.46,992.65,957.79
82149,6991,106,4,551.46,992.65,992.65
82150,6973,106,10,551.46,992.65,992.65
82151,7120,106,12,551.46,992.65,855.38
82152,7042,106,10,551.46,992.65,992.65
82153,6873,106,8,551.46,992.65,992.65
82154,7117,106,12,551.46,992.65,992.65
82155,6877,106,14,551.46,992.65,963.23
82156,7079,106,10,551.46,992.65,992.65
82157,6882,106,8,551.46,992.65,992.65
82158,6865,106,10,551.46,992.65,992.65
82159,6879,106,8,551.46,992.65,992.65
82160,6863,106,12,551.46,992.65,752.73
82161,6990,106,6,551.46,992.65,992.65
82162,7144,107,4,520.15,1144.32,1144.32
82163,7058,107,2,520.15,1144.32,1144.32
82164,7159,107,2,520.15,1144.32,1144.32
82165,6859,107,2,520.15,1144.32,1144.32
82166,7160,107,4,520.15,1144.32,1144.32
82167,6858,107,4,520.15,1144.32,1144.32
82168,7042,107,4,520.15,1144.32,1144.32
82169,6865,107,2,520.15,1144.32,1144.32
82170,6861,108,2,479.39,862.9,862.9
82171,7160,108,2,479.39,862.9,862.9
82172,6973,108,2,479.39,862.9,862.9
82173,6975,108,2,479.39,862.9,862.9
82174,7117,108,2,479.39,862.9,862.9
82175,7146,108,2,479.39,862.9,862.9
82176,7145,108,2,479.39,862.9,862.9
82177,6879,109,18,35.15,63.27,63.27
82178,6863,109,30,35.15,63.27,63.27
82179,6990,109,24,35.15,63.27,63.27
82180,6973,109,30,35.15,63.27,63.27
82181,7081,109,22,35.15,63.27,63.27
82182,6881,109,26,35.15,63.27,63.27
82183,7043,109,30,35.15,63.27,63.27
82184,7080,109,22,35.15,63.27,63.27
82185,6976,109,34,35.15,63.27,63.27
82186,6875,109,28,35.15,63.27,63.27
82187,6992,109,32,35.15,63.27,63.27
82188,7042,110,34,60.63,121.29,121.29
82189,7059,110,54,60.63,121.29,121.29
82190,6969,110,20,60.63,121.29,121.29
82191,7057,110,22,60.63,121.29,121.29
82192,7058,110,38,60.63,121.29,121.29
82193,7146,110,34,60.63,121.29,121.29
82194,6971,110,28,60.63,121.29,121.29
82195,6861,110,28,60.63,121.29,121.29
82196,6972,110,34,60.63,121.29,121.29
82197,6865,111,4,81.87,180.13,180.13
82198,6859,111,8,81.87,180.13,180.13
82199,6977,111,10,81.87,180.13,180.13
82200,7145,111,22,81.87,180.13,180.13
82201,6974,111,14,81.87,180.13,180.13
82202,7058,111,14,81.87,180.13,180.13
82203,6866,111,24,81.87,180.13,180.13
82204,6864,111,18,81.87,180.13,180.13
82205,7043,111,4,81.87,180.13,180.13
82206,7144,111,24,81.87,180.13,180.13
82207,7162,111,10,81.87,180.13,180.13
82208,6976,111,2,81.87,180.13,180.13
82209,6972,112,44,6.01,9.01,9.01
82210,6970,112,42,6.01,9.01,9.01
82211,6861,112,58,6.01,9.01,9.01
82212,6974,112,64,6.01,9.01,9.01
82213,6865,112,32,6.01,9.01,9.01
82214,6976,112,44,6.01,9.01,9.01
82215,6864,112,78,6.01,9.01,9.01
82216,6969,113,56,6.01,12.05,12.05
82217,6970,113,22,6.01,12.05,12.05
82218,6862,113,52,6.01,12.05,12.05
82219,7160,113,74,6.01,12.05,12.05
82220,6866,113,48,6.01,12.05,12.05
82221,7145,113,60,6.01,12.05,12.05
82222,6977,113,46,6.01,12.05,12.05
82223,7160,114,6,79.7,199.27,199.27
82224,7059,114,8,79.7,199.27,199.27
82225,6972,114,6,79.7,199.27,199.27
82226,6863,114,2,79.7,199.27,199.27
82227,7058,114,6,79.7,199.27,199.27
82228,7146,114,8,79.7,199.27,199.27
82229,6975,115,78,5.01,10.03,10.03
82230,6861,115,56,5.01,10.03,10.03
82231,6970,115,24,5.01,10.03,10.03
82232,7057,115,74,5.01,10.03,10.03
82233,6973,115,38,5.01,10.03,10.03
82234,6865,115,30,5.01,10.03,10.03
82235,6972,115,92,5.01,10.03,10.03
82236,7145,115,70,5.01,10.03,10.03
82237,6931,1,16,4.0,6.0,5.69
82238,6932,1,36,4.0,6.0,5.69
82239,7135,1,36,4.0,6.0,6.0
82240,7022,2,24,9.22,11.98,11.98
82242,6909,2,28,9.22,11.98,11.57
82243,6913,3,20,15.93,21.98,21.07
82244,6931,3,18,15.93,21.98,21.07
82245,6930,3,30,15.93,21.98,21.07
82246,7018,4,30,5.0,7.0,7.0
82247,7122,4,36,5.0,7.0,6.69
82248,6913,4,34,5.0,7.0,6.69
82249,6911,5,20,34.97,50.0,47.75
82250,6932,5,12,34.97,50.0,47.75
82251,6910,5,8,34.97,50.0,47.75
82254,7123,7,20,46.38,64.0,61.36
82256,7022,8,16,75.0,129.0,129.0
82258,6913,9,6,9.0,11.97,11.52
82260,7021,10,16,10.0,17.0,17.0
82261,6914,10,18,10.0,17.0,15.94
82262,6913,12,18,473.07,615.0,593.71
82264,7027,17,14,60.0,84.0,84.0
82266,6931,17,22,60.0,84.0,80.4
82267,7020,18,28,86.0,129.0,129.0
82268,7026,19,10,150.0,240.0,240.0
82269,7018,19,12,150.0,240.0,240.0
82271,6909,19,18,150.0,240.0,226.5
82272,7021,20,14,78.55,109.98,109.98
82273,7122,21,18,29.17,35.0,34.11
82274,6921,24,14,62.5,75.0,73.12
82275,6931,24,20,62.5,75.0,73.12
82277,7023,27,8,238.88,430.0,430.0
82281,7121,28,28,24.0,30.0,29.09
82283,6891,29,14,41.18,70.0,65.68
82286,7021,31,24,7.5,15.0,15.0
82287,6909,32,32,16.67,25.0,23.75
82289,6932,32,36,16.67,25.0,23.75
82291,6914,33,56,18.0,27.0,25.63
82293,6931,34,38,28.12,44.99,42.45
82294,6914,34,38,28.12,44.99,42.45
82295,7019,35,48,17.78,24.0,24.0
82296,6929,36,46,18.05,29.98,29.98
82297,7019,36,22,18.05,29.98,29.98
82298,7134,39,18,40.63,65.0,65.0
82299,6912,40,32,17.97,25.0,23.95
82300,6930,40,46,17.97,25.0,23.95
82301,6932,41,18,24.62,32.0,30.88
82302,7124,43,12,126.66,190.0,180.5
82303,6922,43,12,126.66,190.0,180.5
82304,6922,44,12,231.11,346.66,329.32
82305,6915,44,12,231.11,346.66,329.32
82306,6918,44,12,231.11,346.66,346.66
82307,7025,50,30,2.0,4.0,4.0
82308,6922,50,24,2.0,4.0,3.7
82309,7126,50,56,2.0,4.0,3.7
82311,7025,51,20,35.0,70.0,70.0
